,Question,Answer,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId,SourceDisplayName,n_tokens
230,請問何時可取得「深喉唾液」檢驗結果？,答：當您於港埠完成「深喉唾液」檢體採檢，如您的檢驗結果為陽性，衛生單位人員將立即通知您，至於國人或外籍人士(加入全民健康保險)，可逕至健保快譯通APP查詢檢驗結果。 \n * 2018-07-29  最後更新日期 2022/5/10,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],448,cdc,212
231,入境檢疫系統常見問答集,"請詳見以下附件：\n\n附件一、入境檢疫系統QA-民眾版\n\n附件二、入境檢疫系統QA-民眾版 (英文) \n\n### 附件\n\n ** [附件一、入境檢疫系統QA-民眾版.pdf](https://www.cdc.gov.tw/File/Get/DaaQzMAA9RDiebQWUT25gw ""附件一、入境檢疫系統QA-民眾版.pdf"") \n\n ** [附件二、入境檢疫系統QA-民眾版 (英文).pdf](https://www.cdc.gov.tw/File/Get/0U0dEn-KrPXlfHnTg7dO1g ""附件二、入境檢疫系統QA-民眾版 (英文).pdf"") \n\n  * 2018-07-29  最後更新日期 2022/4/14",https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],449,cdc,374
232,實驗室處理嚴重特殊傳染性肺炎（COVID-19）檢體常見問與答,**Q25-1.**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],450,cdc,7
233,臨床實驗室工作人員進行疑似或確診COVID-19病人檢體（例如血清、血液等）之檢驗項目操作時，個人防護裝備及安全設備要求為何？【2020.03.04更新】,*    COVID-19相關檢體，均應視為潛在感染性物質，相關檢體操作須於生物安全第二等級（Biosafety Level 2，BSL-2）實驗室進行。實驗室工作人員遵守相關優良微生物操作技術，並應穿戴適當的個人防護裝備，包括拋棄式手套、外科口罩、實驗衣或隔離衣及眼部防護具（護目鏡或面盾）。實驗室工作人員進行COVID-19相關檢體操作之個人防護裝備及安全設備要求，可遵照本署「2019新型冠狀病毒（2019-nCoV）之實驗室生物安全指引」之「附表、實驗室人員進行疑似或確診嚴重特殊傳染性肺炎檢體操作之個人防護裝備與安全設備建議對照表」。\n\n**Q25-2.**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],451,cdc,523
234,為求時效，是否可由人員攜帶已使用P650包裝之疑似COVID-19檢體搭乘大眾交通運輸工具？【2020.01.23更新】,*   此類檢體係屬危險物品，未經交通主管機關許可，不得以大眾運輸工具（包括高鐵、臺鐵、捷運或公車等）運送，如需親自運送此類檢體時，宜優先使用貨車或汽車。\n\n**Q25-3.**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],452,cdc,183
235,實驗室人員於完成疑似COVID-19檢體相關檢驗程序後，可使用哪些消毒劑進行工作檯面消毒？【2020.03.04更新】,"*   應使用具有明確去活化效果之消毒劑，並遵循製造商對於使用濃度、處理時間及操作注意事項之建議，以確保達到除汙目的。建議可使用之消毒劑如下： \n    1.  次氯酸鈉（漂白水）：用於工作檯面除汙時，建議使用濃度為1000 ppm（0.1%）；作為血液檢體溢出時之除汙，建議使用濃度為10,000 ppm（1%）。如實驗室之儀器設備不適合以次氯酸鈉進行除汙時，可改用下列或儀器設備製造商建議之消毒劑。\n    2.  乙醇（濃度為62-71%）。\n    3.  過氧化氫（濃度為0.5%）。\n    4.  四級銨化合物（quaternary ammonium compounds）。\n    5.  酚類化合物（phenolic compounds）。 \n\n**Q25-4.**",https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],453,cdc,548
236,有關從事疑似COVID-19檢體常規檢驗（包括血液學和臨床生化學等）之實驗室，是否一定要具備生物安全櫃（BSC）？【2020.03.04更新】,*   BSC在微生物室為必要安全設備，其他非微生物實驗室（例如生化室、血液室或血清免疫室）則非必要安全設備。\n*   任何可能產生氣膠步驟（aerosol-generating procedures，簡稱AGP），須在BSL-2實驗室之第二級（Class II）BSC內進行。AGP包括開啟盛裝檢體容器蓋或密封轉子／安全離心杯蓋、分裝及稀釋檢體、移液、研磨、振盪、混合、攪拌、超音波處理等步驟。AGP操作無法於BSC內進行時，須提升實驗室工作人員PPE之規格（詳見「2019新型冠狀病毒（2019-nCoV）之實驗室生物安全指引」附表）；操作過程中儘可能減少產生氣膠或噴濺之風險。\n\n**Q25-5.臨床實驗室接受衛生主管機關進行查核，如被開立不符合項目（未完成整備）時，是否仍可進行相關檢驗操作？**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],454,cdc,621
237,【2020.01.23更新】,*   原則上，除緊急應變演練須包含相關規劃，得於1個月內完成改善，其餘管理文件或規定，應於1周內完成改善。如發現嚴重影響工作人員安全之缺失事項，衛生主管機關可要求受查核實驗室停止相關檢驗工作，俟完成缺失改善並經衛生主管機關確認後，始可再恢復檢驗工作。\n\n**Q25-6.**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],455,cdc,288
238,引起COVID-19之2019新型冠狀病毒，其危險群等級為何？【2020.01.31更新】,*   有關2019新型冠狀病毒之危險群等級，比照RG3病原體。其持有、保存、處分或輸出入等作業，請依照RG3病原體之管理規定辦理。\n\n**Q25-7.**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],456,cdc,139
239,如須保存COVID-19確診病人之陽性檢體時，是否需先向主管機關取得許可？【2020.01.31更新】,*   實驗室如有保存相關確診病人陽性檢體之需求，請依所轄設置單位生物安全管理組織之規定，於取得同意後保存。\n\n**Q25-8.**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],457,cdc,129
240,9.於機構內傳送COVID-19疑似或確診病人之檢體時，應使用何種包裝方式較為安全？【2020.02.11更新】,*   於機構內傳送COVID-19疑似或確診病人之檢體時，宜使用具堅固、耐碰撞、防穿刺及防漏等特性之有蓋容器，且可易於清潔消毒。\n\n**Q25-10.**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],458,cdc,140
241,醫 院檢驗部門是否可同時進行一般臨床檢體與COVID-19疑似/確診病人檢體之常規檢驗？【2020.03.04更新】,*   處理這兩類檢體所需之個人防護裝備（PPE）要求不同，處理一般臨床檢體所需之PEE，包括拋棄式手套，外科口罩及實驗衣；而處理COVID-19疑似或確診病人檢體所需之PPE，依「2019新型冠狀病毒（2019-nCoV）之實驗室生物安全指引」規定，包括拋棄式手套、外科口罩、實驗衣或隔離衣及眼部防護具（護目鏡或面盾）；且任何可能產生氣膠之步驟，應於第二級BSC內進行。\n*   因此，不宜同時於同一工作區域或場所進行此兩類檢體之常規檢驗。醫院送驗部門建議將COVID-19疑似/確診病人檢體與一般臨床檢體作區別，以利檢驗部門可依實際狀況分開此兩類檢體，依前述PPE要求防護再進行相關檢驗工作。如實務上檢驗部門無法將此兩類檢體分時段檢驗，則檢驗人員則須遵照處理COVID-19疑似或確診病人檢體之規格，穿著PPE進行相關檢驗；且於第二級BSC內進行可能產生氣膠之步驟。\n\n**Q25-11.**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],459,cdc,781
242,設置單位保存2019新型冠狀病毒時，是否可與其他相同等級或不同等級危險群之病原體存放於同一保存設備？【2020.03.04更新】,*   2019新型冠狀病毒之持有、保存、使用、處分或輸出入等作業，應比照RG3病原體相關規定辦理。現行對於RG3病原體保存場所之保全管理，並無規定不同病原體不可存放於同一保存設備。惟應確保存放RG3病原體之保存設備已上鎖，且該設備放置於設有門禁管制之區域，並僅經授權人員可以存取特定RG3病原體，不至於發生誤用或盜用之情事。反之，如需與不同等級危險群之病原體一同存放時，應依循較高危險群等級病原體之管理規定，並符合前開原則。\n*   有關RG3病原體保存場所之管理要求，請參考疾病管制署首頁>傳染病與防疫專題>實驗室生物安全>實驗室生物安全查核作業>108年度高防護實驗室暨高危害病原使用或保存單位生物安全查核作業之「BSL-3(ABSL-3)實驗室/RG3保存場所生物安全及生物保全現場查核/自我檢核表」之保存場所條文。\n\n**Q25-12.**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],460,cdc,738
243,有關疑似嚴重特殊傳染性肺炎病人檢體是否可以機車運送？【2020.06.05更新】,*   疑似嚴重特殊傳染性肺炎病人檢體須依照疾病管制署「感染性生物材料及傳染病檢體包裝、運送及訓練規定」，以符合P650包裝指示之3層包裝者，可以重型機車載運，但不得以輕型機車或腳踏車載運。 另檢體運送箱之重量及尺寸須符合交通部「道路交通安全規則」第84條第4項，包括不得超過80公斤，高度不得超過駕駛人肩部，寬度不得超過把手外緣10公分，長度自座位後部起不得向前超伸，伸出車尾部分，自後輪軸起不得超過50公分。\n\n**Q25-13.**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],461,cdc,438
244,COVID-19診所感染管制常見問與答,**111/2/10版**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],462,cdc,8
245,1.對於有發燒或呼吸道症狀且具TOCC風險疑慮的病人，是否減少經鼻快篩與耳鼻喉抽吸呢？,1.  若醫師診斷病人疑似流感或一般常見之呼吸道疾病，可依臨床常規診治處理病人，並依相關規定開立抗病毒藥物或相關症狀治療之藥物，無須一定要執行流感快篩。\n2.  如非醫療必要，儘量避免執行例如氣霧或噴霧治療、上呼吸道局部治療給藥、鼻腔沖洗、鼻涕抽吸、流感病毒快篩、以壓舌板執行咽喉部視診、喉頭鏡檢、誘發痰液的採檢、呼吸道抽吸技術、支氣管鏡檢查、氣管內插管、氣管造口護理、胸腔物理治療等可能會引發咳嗽或呼吸道飛沫微粒的醫療處置。\n3.  若必須執行可能產生大量飛沫微粒(aerosol)的醫療處置時，建議工作人員應穿戴高效過濾口罩(N95 或相當等級(含)以上口 罩)、戴手套、防水隔離衣、護目裝備（全面罩）及髮帽，且應在換氣良好的單獨空間中執行，並避免不必要的人員進出，減少受暴露的人數。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],463,cdc,736
246,5. 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，雖就醫時有戴口罩，但直接進入基層診所，我們除了撥打1922之外，接下來是否換完衣服口罩可以繼續看診？,1.  若無執行飛沫微粒產生的醫療照護行為，醫師可於完成診間環境清潔消毒作業後，更換衣服口罩繼續看診。若有其他空診間，建議考量先移動至其他診間診治後續就醫病患。\n2.  若有執行飛沫微粒產生的醫療照護行為(如咽喉檢體採檢等)，建議應待診間經過大約每小時12-15次的換氣20分鐘後，如果診間有對外開窗，可開窗以自然換氣使空氣流通，並完成環境清潔及消毒作業後，醫師更換衣服口罩繼續看診。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],464,cdc,438
247,6. 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，雖就醫時有戴口罩，但直接進入基層診所，我們除了撥打1922之外，接下來診間該如何消毒？,1.  如果環境沒有病人口鼻分泌物、血液、體液或排泄物等明顯髒污，建議先以清水或清潔劑移除髒污或有機物質後再進行消毒。\n2.  消毒劑應依照廠商建議之稀釋方法、接觸時間與處理方式；或使用當天泡製的 1：50 （1000ppm）漂白水稀釋液，進行桌椅等環境表面及地面擦拭。\n3.  當有病人口鼻分泌物、血液、體液或排泄物等明顯髒污時，若為小範圍（＜10ml）污染，應先以低濃度（1000ppm）的漂白水覆蓋在其表面進行去污作用，若污染範圍大於 10ml 以上，則需以高濃度（5000ppm）的漂白水進行去污，再以清潔劑或肥皂和清水移除髒污與有機物質，並接續使用濕抹布及合適的消毒劑執行有效的環境清消。\n4.  執行清潔消毒工作的人員應穿戴個人防護裝備（手套、口罩、隔離衣或防水圍裙、面罩）。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],465,cdc,716
248,9. 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，就醫時有戴口罩，診所醫護人員或就醫民眾是否會被匡列為接觸者?,"1.  醫療機構密切接觸者指曾經在無適當防護下，24小時內與確定病例有2公尺內近距離接觸累計達15分鐘（含）以上者，或；曾經在無適當防護下，為確定病例執行會引發飛沫微粒的醫療處置（aerosol generating procedures, AGP）者等情形。接觸者需居家隔離14天。惟衛生單位疫調人員仍得依據現場疫調情形、醫療照護工作人員實際執行照護行為、及確定病例之接觸情形等風險評估結果加以彈性調整前述匡列原則。\n2.  醫療照護工作人員於一般門診進行收集病史資料，如詢問旅遊史(travel history)、職業別(occupation)、接觸史(contact history)及是否群聚(cluster)等資訊，應佩戴外科口罩；且病人就醫時應佩戴口罩，屬有適當防護裝備之人員。\n3.  確定病例就醫時有佩戴口罩，且同時期候診之其他就醫民眾有佩戴口罩者，屬有適當防護裝備之人員。\n4.  密切接觸者匡列原則請參考「醫院因應院內發生 COVID-19 確定病例之應變處置建議」辦理。\n * 2018-07-29  最後更新日期 2022/2/18",https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],466,cdc,816
249,COVID-19醫療機構感染管制常見問與答,111/4/22版,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],467,cdc,6
250,1. 一般民眾為什麼只需要佩戴口罩，而不用佩戴N95口罩？,1.  口罩可以避免佩戴者的口鼻直接暴露到周遭人員所產生的飛沫，同時可以減少佩戴者雙手在觸摸周遭環境後不自覺碰觸口鼻的機會。\n2.  除此之外，也可以降低佩戴者產生的飛沫影響到他人與周遭環境，所以民眾只要在出入醫院等公共場合以及個人出現發燒或呼吸道症狀正確使用口罩，即可達到保護自己和保護他人，防範疫情散播的功效。\n3.  N95口罩須經過密合度測試(fit test)進行挑選，以及在每次使用時進行密合度檢點(fit check)測試沒有漏氣才能達到其防護功效，且佩戴N95口罩因密合會造成呼吸阻抗與悶熱不適，不容易長時間佩戴。因此，醫護人員也是需要經過訓練之後在特定環境(例如：隔離病室)或狀態(例如：為病人執行插管)下使用。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],468,cdc,626
251,2. 一般民眾佩戴之口罩何時需要更換？,1.  一般口罩若需重複使用，限定為同一人使用；可在出現髒污、破損、潮溼、或呼吸有異味等情形時，才需更換。\n2.  脫下口罩後，若稍後欲繼續使用該口罩時，建議可先將口罩污染一面往內摺後，放置於乾淨、透氣的容器內(如紙袋等)保存。用以保存口罩之容器應於使用後丟棄或定期清潔。\n3.  脫除口罩時，應避免直接碰觸口罩外側，以避免其上污染病菌透過手的觸摸而散佈。口罩脫除後也應執行手部衛生。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],469,cdc,420
252,5. 為何醫療照護工作人員依暴觸風險要佩戴N95口罩，且佩戴時要注意什麼？,"1.  正確佩戴N95口罩可避免吸入帶有感染性物質的飛沫微粒。醫療照護工作人員若必須執行如氣管內插管與拔管、抽痰、支氣管鏡檢、誘發痰液的處置、使用面罩式的正壓呼吸器等會引發較小的飛沫微粒(<1 micrometer)產生的醫療處置，或對病人進行鼻腔拭子採檢(nasal swab)、鼻腔沖洗(nasal wash)、喉頭拭子或鼻咽拭子採檢(throat swab, nasopharyngeal swab)時，應佩戴N95口罩，以維護自身安全，避免感染傳播。\n2.  使用N95口罩應先進行密合度測試(fit test)，以選擇適合個人臉部構造的口罩，並在每次佩戴時執行密合度檢點(fit check)。執行密合度檢點測試，吸氣時可感覺到口罩有微微的塌陷；吐氣時需注意觀察口罩邊緣是否有漏氣情形。",https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],470,cdc,599
253,6. 醫療照護人員佩戴之N95等級以上口罩何時需要更換？,1.  請依照口罩製造廠商的說明書所載之使用期限或次數更換口罩。\n2.  若廠商說明書並無明確之建議，可參考美國國家職業安全衛生研究所建議，使用時數累計以不超過8小時為限，或依美國疾病管制中心所建議於脫除5次後更換。\n3.  若口罩有出現髒污、破損、潮溼、呼吸有異味、呼吸阻抗增加、或疑似遭汙染（如執行會產生飛沫之醫療處置）等情形時，即應更換。\n4.  若稍後欲繼續使用該口罩，可於脫下口罩後將該口罩放置於乾淨、透氣的容器內（如紙袋等）保存。用以保存口罩之容器應於使用後丟棄或定期清潔。\n5.  脫除口罩時，應避免直接碰觸口罩外側，以避免其上污染病菌透過手的觸摸而散佈。口罩脫除後也應執行手部衛生。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],471,cdc,663
254,7. 目前醫療機構內美食街之從業人員工作時是否需佩戴口罩？,*   考量醫療機構內美食街多為密閉空間，且目前進入醫療機構皆應佩戴口罩，故醫療機構內美食街之從業人員，於工作時亦應佩戴口罩，並加強呼吸道禮節及落實手部衛生，以確保自身與顧客之健康。\n\nQ23-8. 為何醫院要限制訪客?\n\n*   醫療機構是包含多樣性微生物菌叢的複雜環境。因此，為避免妨礙病人休養及醫院感染管制，醫院會有訪客管理措施，限制訪客人數，也請訪客出入醫院請佩戴口罩，遵循呼吸道衛生與咳嗽禮節，並落實手部衛生。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],472,cdc,455
255,11. 醫護人員及民眾手部衛生為什麼很重要?,1.  醫護人員落實手部衛生是預防相關感染最簡單、有效且最經濟的感染控制措施，依據國際手部衛生專家的意見表示，醫護人員依工作性質的不同，每天在工作中需要執行手部衛生的次數達數十次或甚至上百次，對醫護人員的繁忙工作以及他們的雙手皮膚都可能增加負擔，如果能落實醫護人員手部衛生遵從率達70%以上，就能有效降低醫療照護相關感染發生。\n2.  民眾在照顧生病的家人或親友應該注意清潔自己的雙手，也請共同鼓勵和提醒醫護人員清潔雙手，讓醫病雙方共同合作，營造一個乾淨安全的照護環境，一起防範感染的發生。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],473,cdc,523
256,13. 如何進行離島地區緊急空中轉送COVID-19病人？,1.  離島地區之COVID-19病人，以就地收治於離島應變醫院為原則。如非醫療照護必要，應儘量避免轉送病人。\n2.  倘有轉送需求則由傳染病防治醫療網區指揮官評估。\n3.  轉送時請病人佩戴口罩，救護人員穿戴裝包括N95口罩、手套、防水隔離衣及護目裝備（全面罩）等適當防護裝備。\n4.  未建議載運工具（例如：救護車或後送直升機等）需使用負壓艙。詳細感染管制建議，請參考「緊急醫療救護人員載運COVID-19病人感染管制措施指引」。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],474,cdc,440
257,14. 若患者到院前即已死亡，但經醫師評估後研判符合嚴重特殊傳染性肺炎病例定義並通報，此時該個案之遺體應如何處理？,1.  依醫療法第76條第1項及第3項規定略以，醫療機構對其診治之病人死亡，除認有非病死或可疑為非病死，應報請檢察機關依法相驗（俗稱司法相驗）者，不得拒絕開給死亡證明書；依醫療法施行細則第53條第2項規定略以，醫療機構對於就診或轉診途中死亡者，應參考原診治醫療機構之病歷記載內容，於檢驗屍體後，掣給死亡證明書。\n2.  嚴重特殊傳染性肺炎為第五類法定傳染病，依衛生福利部公告「傳染病分類及第四類與第五類傳染病之防治措施」項下之「屍體處置」方式，嚴重特殊傳染性肺炎亡故者遺體處置可採火化或報請地方主管機關核准後深埋。\n3.  有關醫療機構於執行屍體處理相關感染管制措施，請參考「醫療機構因應 COVID-19 屍體處理感染管制建議」。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],475,cdc,697
258,16. 處理疑似或確診之COVID-19個案遺體時，相關工作人員應採取哪些感染管制措施？,"1.  工作人員（包含醫護工作人員、協助將屍體裝入屍袋之禮儀人員等）應穿戴個人防護裝備，包括高效過濾口罩、拋棄式防水長袖隔離衣和手套等，並於脫除後執行手部衛生；同時可採取適當的面部防護（例如護目鏡或面罩），以防受到噴濺。醫院應提供相關工作人員有適當之個人防護裝備。\n2.  由於剛過世病人仍可能從肺部排出少量空氣、病房環境或屍體表面可能有受污染，而有導致感染的微量風險，所以屍體移至推床運送到太平間的過程中，應使用完全密封於非滲透性的雙層屍袋，屍體裝入第一層屍袋後，屍袋表面先以1：10的稀釋漂白水（5,000ppm）抹拭，再套入第二層屍袋後，以1：10的稀釋漂白水（5,000ppm）抹拭屍袋外側，並應慎防體液滲漏，屍袋外側應保持清潔。\n3.  遺體裝入屍袋後，不可再打開屍袋，且應依傳染病防治法規定儘速火化或報請地方主管機關核准深埋。為減少風險，建議於醫院或接體車上入殮封棺後逕送火化場火化。\n4.  由於屍體已使用非滲透性的雙層屍袋完全密封，屍袋外側屬清潔區域，不具感染性。因此，殯儀館或火葬場工作人員處理該遺體殯葬服務時，應以常規方式處理，穿著工作服，佩戴口罩及手套。",https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],476,cdc,1090
259,18. 我是居家隔離或居家檢疫者，我在家中不得外出，在隔離/檢疫期間，出現危及生命的情形時，該怎麼辦？,*   當您在隔離/檢疫期間，發生緊急狀況危及生命（例如急產、動脈瘤破裂、大量出血、昏迷、無生命徵象等）時，請您或家人直接撥打119及聯繫衛生局，並在電話中告知緊急救護人員是居家隔離或居家檢疫者。如救護車無法及時派遣，得由地方政府衛生局規劃或指示之防疫計程車、同住親友接送或自行前往（如步行、自行駕/騎車）等方式前往，以免延誤就醫。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],477,cdc,347
260,19. 我是居家隔離或居家檢疫者，我在家中不得外出，在隔離/檢疫期間，如果有發燒或咳嗽等情形時，該怎麼辦？,*   當您在隔離/檢疫期間，出現發燒、呼吸道症狀、嗅/味覺異常、不明原因腹瀉等 COVID-19 相關症狀時，請您或家人儘速與地方衛生局聯繫，依照地方衛生局指示，在外出時以防疫計程車或救護車接送為原則，或經衛生局同意由同住親友接送或自行前往（如步行、自行駕/騎車）等方式就醫，嚴禁搭乘大眾運輸工具，並應全程配戴口罩，按照醫院所訂立的分流看診機制就醫。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],478,cdc,376
261,20. 我是居家隔離或居家檢疫者，我在家中不得外出，在隔離/檢疫期間，原來就有慢性疾病，或者有其他非發燒、上呼吸道症狀之身體不適時，該怎麼辦？,1.  如果您有慢性病且病情穩定時，得委請他人向醫師陳述病情，醫師依其專業知識之判斷，開給相同方劑。就醫時應備健保卡、國民身分證或其他足以證明身分之文件、切結書等文件，並且以領取相同方劑為限。\n2.  如果您是洗牙或預約檢查等非急迫性的醫療，請延後就醫，等居家隔離或居家檢疫結束後再行就醫。\n3.  但是您原有的疾病或慢性病（例如：慢性腎衰竭、癌症、白血病等）以及其他非發燒、上呼吸道症狀（例如：痛風發作、蜂窩性組織炎等症狀）需要得到醫療協助， 則請您或家人請與地方衛生局聯繫，由地方衛生局評估，協助安排就醫，並優先以通訊診療或居家醫療等多元醫療方式為主，但若經評估後，若仍需外出就醫時， 應依衛生局指定方式前往指定之醫療院所就醫，且居家隔離、檢疫者應以防疫計程車或救護車接送為原則，或經衛生局同意由同住親友接送或自行前往（如步行、自行駕/騎車）等方式就醫，外出時請配戴口罩就醫。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],479,cdc,885
262,21. 醫護人員若配合衛生單位要求進行居家隔離/檢疫或自主健康管理，可以向醫療院所申請什麼假？,1.  醫護人員如配合衛生單位要求進行居家隔離或居家檢疫，因此無法出勤時，依據嚴重特殊傳染性肺炎防治及紓困振興特別條例第3條第3項，接受居家隔離、居家檢疫、集中隔離或集中檢疫者，於隔離、檢疫期間，其任職之機關（構）、事業單位、學校、法人、團體應給予防疫隔離假，且不得視為曠職、強迫以事假或其他假別處理，亦不得扣發全勤獎金、解僱或為其他不利之處分。\n2.  醫護人員符合勞動部針對COVID-19防疫措施衍生勞工請假、給薪疑義之說明，如有接觸疑慮經防疫單位要求進行自主健康管理者，可向醫療院所申請普通傷病假、事假或特別休假，或協議調整工作時間。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],480,cdc,587
263,22. 我是醫療機構醫護人員，照護119送來具有危及生命情形的COVID-19居家隔離或居家檢疫病患，應採取何種感染管制措施？,1.  緊急救護人員會在到院前先行通知您該病患之接觸史、是否具有發燒、咳嗽或呼吸困難等上呼吸道症狀，請您預先準備相關防護措施及裝備。\n2.  因考量居家隔離、檢疫或自主健康管理的病人可能為無症狀(asymptomatic)感染者，或仍處於症狀前期(pre-symptomatic)之可能性，故建議醫療照護人員於提供照護時，比照疑似COVID-19個案執行照護，並遵循標準防護措施、飛沫傳染、接觸傳染及空氣傳染防護措施之原則，穿戴合適之個人防護裝備，包括高效過濾口罩(N95或相當等級(含)以上口罩)、戴手套、隔離衣及護目裝備。\n3.  詳細建議請參考「居家隔離、檢疫或自主健康管理者接受醫療照護時之感染管制措施」。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],481,cdc,597
264,23. 我是醫療機構醫護人員，遇到COVID-19居家隔離或居家檢疫期間者就醫，但該病患無發燒、急性呼吸道感染或肺炎症狀時，應採取何種感染管制措施？,1.  因考量居家隔離、檢疫或自主健康管理的病人可能為無症狀(asymptomatic)感染者，或仍處於症狀前期(pre-symptomatic)之可能性，故建議醫療照護人員於提供照護時，比照疑似COVID-19個案執行照護，並遵循標準防護措施、飛沫傳染、接觸傳染及空氣傳染防護措施之原則，穿戴合適之個人防護裝備，包括高效過濾口罩(N95或相當等級(含)以上口罩)、戴手套、隔離衣及護目裝備。\n2.  詳細建議請參考「居家隔離、檢疫或自主健康管理者接受醫療照護時之感染管制措施」。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],482,cdc,452
265,24. 我是醫療機構醫護人員，診治病患時發現健保醫療資訊雲端查詢系統提示「此保險對象為COVID-19確定病例接觸者，為居家隔離對象」，但我未接到衛生局指示該病患就醫時，我該如何處理？,1.  按規定居家隔離者不可逕自外出或搭乘大眾運輸工具、未依衛生主管機關之指示就醫，請通知當地衛生局處理。\n2.  病患若有後述情形任一種：(1)發燒（≧38℃）或有呼吸道症狀；(2)嗅、味覺異常或不明原因之腹瀉；(3)醫師高度懷疑之社區型肺炎，請先依「嚴重特殊傳染性肺炎病例定義及採檢送驗注意事項」予以通報及採檢，後續依衛生主管機關之指示安置病患。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],483,cdc,371
